user_id,event_type,timestamp,screen,age,city,package
561,pay_bill,2025-04-30 14:45:00,home,46,Москва,base
310,app_open,2025-04-28 18:21:00,home,70,Санкт-Петербург,base
25,view_banner,2025-04-06 19:26:00,promo,21,Краснодар,base
1501,view_banner,2025-04-03 14:12:00,promo,18,Краснодар,base
1678,app_open,2025-04-22 07:03:00,home,43,Екатеринбург,base
1504,support_chat,2025-04-04 13:44:00,support,45,Казань,base
1275,view_banner,2025-04-09 08:12:00,promo,36,Екатеринбург,base
744,pay_bill,2025-04-16 15:00:00,home,60,Новосибирск,premium
1642,click_banner,2025-04-22 21:24:00,promo,26,Краснодар,premium
420,app_open,2025-04-03 21:29:00,home,56,Новосибирск,base
890,support_chat,2025-04-15 11:27:00,support,70,Краснодар,base
1001,view_banner,2025-04-18 11:22:00,promo,30,Казань,premium
761,pay_bill,2025-04-01 19:31:00,home,50,Новосибирск,base
1272,app_open,2025-04-08 16:00:00,home,33,Санкт-Петербург,base
205,view_banner,2025-04-07 14:46:00,promo,27,Москва,base
1241,click_banner,2025-04-14 12:35:00,promo,47,Москва,base
308,app_open,2025-04-19 22:03:00,home,65,Краснодар,base
1477,app_open,2025-04-28 11:07:00,home,51,Екатеринбург,premium
535,view_banner,2025-04-02 12:22:00,promo,35,Нижний Новгород,base
206,support_chat,2025-04-08 11:00:00,support,20,Санкт-Петербург,base
219,view_banner,2025-04-28 22:11:00,promo,32,Санкт-Петербург,base
1061,app_open,2025-04-02 07:36:00,home,54,Екатеринбург,base
731,transfer,2025-04-29 08:41:00,transfers,38,Москва,base
1129,app_open,2025-04-24 09:52:00,home,45,Казань,premium
751,app_open,2025-04-22 15:20:00,home,46,Москва,base
1373,view_banner,2025-04-17 18:36:00,promo,25,Новосибирск,premium
1806,view_profile,2025-04-15 16:53:00,profile,61,Нижний Новгород,base
1004,view_banner,2025-04-14 19:54:00,promo,67,Казань,premium
1313,app_open,2025-04-21 10:38:00,home,37,Новосибирск,premium
1853,app_open,2025-04-16 07:42:00,home,40,Москва,base
868,app_open,2025-04-20 17:26:00,home,43,Краснодар,base
491,view_banner,2025-04-02 08:44:00,promo,60,Екатеринбург,premium
1801,view_banner,2025-04-24 08:04:00,promo,70,Нижний Новгород,premium
1351,view_banner,2025-04-14 19:15:00,promo,38,Краснодар,base
1819,app_open,2025-04-16 17:24:00,home,60,Санкт-Петербург,base
71,open_deposit,2025-04-16 19:34:00,deposits,66,Москва,premium
1137,open_deposit,2025-04-04 11:11:00,deposits,27,Нижний Новгород,base
52,transfer,2025-04-21 14:02:00,transfers,23,Нижний Новгород,premium
1723,view_banner,2025-04-19 14:26:00,promo,22,Казань,base
1069,app_open,2025-04-22 09:50:00,home,42,Нижний Новгород,base
183,app_open,2025-04-30 07:00:00,home,57,Новосибирск,base
1980,app_open,2025-04-15 15:04:00,home,52,Санкт-Петербург,base
50,pay_bill,2025-04-20 12:39:00,home,51,Санкт-Петербург,base
1985,app_open,2025-04-23 07:04:00,home,70,Москва,base
1979,open_deposit,2025-04-28 17:41:00,deposits,35,Новосибирск,base
737,view_banner,2025-04-14 09:17:00,promo,48,Екатеринбург,base
1875,app_open,2025-04-02 08:42:00,home,53,Санкт-Петербург,premium
1048,app_open,2025-04-25 16:24:00,home,21,Санкт-Петербург,base
1717,view_banner,2025-04-03 13:35:00,promo,68,Краснодар,base
632,view_banner,2025-04-28 14:48:00,promo,40,Санкт-Петербург,base
1715,app_open,2025-04-12 20:56:00,home,42,Нижний Новгород,base
893,pay_bill,2025-04-28 09:26:00,home,27,Казань,base
1537,app_open,2025-04-18 12:03:00,home,60,Екатеринбург,base
985,view_banner,2025-04-04 09:18:00,promo,27,Санкт-Петербург,base
200,app_open,2025-04-21 20:13:00,home,39,Москва,base
883,app_open,2025-04-03 12:38:00,home,39,Нижний Новгород,base
1920,app_open,2025-04-20 08:09:00,home,29,Екатеринбург,base
1633,app_open,2025-04-07 16:44:00,home,53,Краснодар,base
1005,app_open,2025-04-09 10:34:00,home,67,Екатеринбург,base
1693,app_open,2025-04-27 17:18:00,home,68,Казань,premium
1224,open_deposit,2025-04-24 22:11:00,deposits,56,Казань,base
870,open_deposit,2025-04-11 21:04:00,deposits,36,Москва,base
1262,app_open,2025-04-19 14:30:00,home,28,Нижний Новгород,base
230,app_open,2025-04-22 11:30:00,home,57,Нижний Новгород,premium
1118,pay_bill,2025-04-17 09:11:00,home,36,Казань,base
1740,app_open,2025-04-09 06:39:00,home,35,Санкт-Петербург,base
1670,app_open,2025-04-28 19:33:00,home,24,Москва,base
161,app_open,2025-04-27 22:47:00,home,30,Казань,base
1072,open_deposit,2025-04-13 22:32:00,deposits,41,Казань,premium
64,app_open,2025-04-26 13:28:00,home,34,Санкт-Петербург,base
635,view_banner,2025-04-15 19:53:00,promo,61,Нижний Новгород,base
1692,app_open,2025-04-09 09:13:00,home,45,Краснодар,base
258,click_banner,2025-04-17 11:23:00,promo,62,Москва,premium
1395,click_banner,2025-04-25 10:35:00,promo,24,Екатеринбург,base
990,click_banner,2025-04-18 21:13:00,promo,46,Москва,base
1374,transfer,2025-04-21 22:41:00,transfers,61,Новосибирск,base
43,app_open,2025-04-29 07:59:00,home,31,Москва,base
741,app_open,2025-04-22 10:49:00,home,50,Санкт-Петербург,premium
1167,app_open,2025-04-27 20:49:00,home,29,Краснодар,base
1967,view_banner,2025-04-14 18:40:00,promo,69,Санкт-Петербург,base
151,view_banner,2025-04-27 19:16:00,promo,19,Москва,premium
1795,app_open,2025-04-14 21:19:00,home,38,Казань,premium
190,view_profile,2025-04-19 18:30:00,profile,59,Казань,premium
1711,click_banner,2025-04-03 21:54:00,promo,28,Новосибирск,base
177,app_open,2025-04-03 15:50:00,home,43,Краснодар,base
25,pay_bill,2025-04-16 13:38:00,home,21,Краснодар,base
671,app_open,2025-04-28 06:25:00,home,70,Краснодар,base
853,transfer,2025-04-06 21:08:00,transfers,38,Москва,base
1033,view_banner,2025-04-05 17:56:00,promo,27,Санкт-Петербург,premium
1765,click_banner,2025-04-30 16:02:00,promo,54,Новосибирск,premium
269,app_open,2025-04-13 14:40:00,home,35,Екатеринбург,base
1697,app_open,2025-04-18 16:03:00,home,31,Нижний Новгород,base
465,app_open,2025-04-10 11:03:00,home,46,Москва,base
248,open_deposit,2025-04-21 08:46:00,deposits,27,Санкт-Петербург,premium
876,sub_premium,2025-04-18 18:48:00,promo,23,Екатеринбург,premium
1976,app_open,2025-04-23 08:08:00,home,31,Нижний Новгород,premium
1172,app_open,2025-04-15 12:28:00,home,22,Новосибирск,base
782,open_deposit,2025-04-03 17:57:00,deposits,65,Краснодар,premium
336,view_banner,2025-04-27 10:56:00,promo,29,Краснодар,premium
1724,app_open,2025-04-22 17:55:00,home,56,Нижний Новгород,premium
497,pay_bill,2025-04-03 13:53:00,home,67,Екатеринбург,base
322,app_open,2025-04-17 07:29:00,home,69,Москва,base
1045,view_banner,2025-04-04 16:19:00,promo,25,Нижний Новгород,premium
1384,support_chat,2025-04-28 09:39:00,support,31,Санкт-Петербург,base
594,view_banner,2025-04-26 20:15:00,promo,54,Краснодар,base
1780,app_open,2025-04-23 19:28:00,home,47,Москва,base
234,transfer,2025-04-21 21:49:00,transfers,28,Краснодар,base
1857,transfer,2025-04-10 10:56:00,transfers,64,Санкт-Петербург,base
151,pay_bill,2025-04-18 17:24:00,home,19,Москва,premium
1755,app_open,2025-04-17 18:49:00,home,19,Москва,base
1913,view_profile,2025-04-19 11:04:00,profile,37,Москва,base
862,app_open,2025-04-03 18:49:00,home,43,Нижний Новгород,base
1149,app_open,2025-04-19 14:01:00,home,66,Москва,premium
365,app_open,2025-04-18 20:35:00,home,62,Екатеринбург,base
1408,app_open,2025-04-18 06:58:00,home,59,Новосибирск,base
1812,open_deposit,2025-04-23 14:49:00,deposits,62,Москва,premium
1694,pay_bill,2025-04-21 15:09:00,home,54,Нижний Новгород,base
927,view_banner,2025-04-28 10:06:00,promo,38,Новосибирск,premium
1462,view_banner,2025-04-15 18:19:00,promo,36,Казань,base
141,app_open,2025-04-13 11:28:00,home,68,Нижний Новгород,base
692,view_profile,2025-04-19 15:28:00,profile,65,Краснодар,premium
1675,view_banner,2025-04-30 20:00:00,promo,40,Казань,base
132,app_open,2025-04-14 15:46:00,home,33,Казань,premium
1352,pay_bill,2025-04-28 16:12:00,home,48,Новосибирск,premium
1745,view_banner,2025-04-10 13:04:00,promo,41,Москва,base
443,app_open,2025-04-19 10:11:00,home,62,Нижний Новгород,premium
1317,open_deposit,2025-04-16 11:48:00,deposits,54,Казань,premium
1406,app_open,2025-04-27 20:01:00,home,59,Москва,premium
520,view_banner,2025-04-05 19:51:00,promo,25,Краснодар,base
1788,view_profile,2025-04-28 10:16:00,profile,70,Нижний Новгород,base
266,app_open,2025-04-29 06:00:00,home,52,Нижний Новгород,premium
1092,view_banner,2025-04-16 11:35:00,promo,36,Санкт-Петербург,base
643,app_open,2025-04-29 19:05:00,home,55,Казань,base
375,app_open,2025-04-30 06:25:00,home,51,Казань,base
716,view_banner,2025-04-02 16:31:00,promo,66,Новосибирск,base
392,app_open,2025-04-10 21:16:00,home,24,Нижний Новгород,base
811,view_banner,2025-04-25 10:26:00,promo,62,Казань,premium
377,click_banner,2025-04-03 10:39:00,promo,53,Казань,base
1335,transfer,2025-04-18 12:33:00,transfers,42,Санкт-Петербург,base
1618,click_banner,2025-04-25 22:53:00,promo,66,Нижний Новгород,base
125,click_banner,2025-04-29 20:42:00,promo,69,Санкт-Петербург,base
1694,app_open,2025-04-25 17:14:00,home,54,Нижний Новгород,base
1682,pay_bill,2025-04-11 18:22:00,home,70,Нижний Новгород,base
1411,click_banner,2025-04-25 11:16:00,promo,20,Санкт-Петербург,base
740,view_profile,2025-04-15 14:12:00,profile,24,Екатеринбург,premium
128,support_chat,2025-04-01 14:45:00,support,39,Нижний Новгород,base
8,app_open,2025-04-25 10:08:00,home,45,Екатеринбург,premium
23,app_open,2025-04-26 13:53:00,home,69,Нижний Новгород,base
1756,transfer,2025-04-15 12:56:00,transfers,40,Новосибирск,base
1110,transfer,2025-04-06 18:58:00,transfers,62,Екатеринбург,base
404,support_chat,2025-04-17 14:02:00,support,18,Новосибирск,base
1335,view_banner,2025-04-28 16:32:00,promo,42,Санкт-Петербург,base
1535,app_open,2025-04-05 18:23:00,home,66,Москва,base
558,app_open,2025-04-07 13:22:00,home,50,Новосибирск,base
1911,transfer,2025-04-07 11:28:00,transfers,26,Казань,base
671,view_banner,2025-04-21 09:06:00,promo,70,Краснодар,base
915,app_open,2025-04-16 21:12:00,home,46,Москва,base
304,app_open,2025-04-05 18:32:00,home,47,Краснодар,base
750,app_open,2025-04-30 13:19:00,home,49,Краснодар,base
1616,app_open,2025-04-14 12:27:00,home,24,Нижний Новгород,base
80,app_open,2025-04-06 14:32:00,home,28,Екатеринбург,base
1291,app_open,2025-04-10 11:25:00,home,66,Новосибирск,base
1413,view_banner,2025-04-09 14:25:00,promo,29,Москва,premium
100,app_open,2025-04-25 16:52:00,home,35,Москва,base
1564,view_profile,2025-04-10 13:33:00,profile,65,Санкт-Петербург,premium
1943,click_banner,2025-04-30 12:35:00,promo,32,Новосибирск,base
1923,view_banner,2025-04-10 17:48:00,promo,29,Новосибирск,premium
1589,app_open,2025-04-13 14:03:00,home,52,Краснодар,base
1986,app_open,2025-04-05 07:40:00,home,26,Нижний Новгород,base
247,app_open,2025-04-24 19:28:00,home,23,Санкт-Петербург,base
235,app_open,2025-04-13 07:37:00,home,48,Екатеринбург,premium
1898,click_banner,2025-04-19 09:31:00,promo,60,Нижний Новгород,base
1303,app_open,2025-04-29 07:35:00,home,20,Москва,base
171,app_open,2025-04-18 17:01:00,home,57,Казань,base
1713,view_banner,2025-04-23 11:32:00,promo,42,Краснодар,base
1146,app_open,2025-04-18 12:22:00,home,27,Краснодар,base
1379,view_profile,2025-04-01 21:04:00,profile,20,Казань,base
78,app_open,2025-04-22 10:38:00,home,22,Санкт-Петербург,base
1222,app_open,2025-04-26 17:46:00,home,28,Краснодар,premium
89,app_open,2025-04-15 06:42:00,home,25,Москва,premium
499,view_banner,2025-04-10 21:21:00,promo,18,Краснодар,base
656,transfer,2025-04-03 16:13:00,transfers,39,Нижний Новгород,base
1755,support_chat,2025-04-08 13:30:00,support,19,Москва,base
773,transfer,2025-04-01 11:27:00,transfers,64,Москва,base
1038,view_banner,2025-04-12 10:11:00,promo,46,Новосибирск,base
1496,transfer,2025-04-08 20:11:00,transfers,53,Екатеринбург,base
138,pay_bill,2025-04-19 12:21:00,home,30,Нижний Новгород,premium
1128,app_open,2025-04-16 07:29:00,home,40,Новосибирск,base
1723,app_open,2025-04-01 19:57:00,home,22,Казань,base
68,pay_bill,2025-04-15 19:56:00,home,26,Краснодар,base
560,app_open,2025-04-19 09:31:00,home,24,Нижний Новгород,premium
492,view_banner,2025-04-01 18:52:00,promo,70,Нижний Новгород,base
1277,app_open,2025-04-01 08:40:00,home,59,Краснодар,base
1519,click_banner,2025-04-18 08:52:00,promo,59,Нижний Новгород,premium
557,app_open,2025-04-10 08:29:00,home,20,Санкт-Петербург,base
1878,view_banner,2025-04-14 14:22:00,promo,32,Нижний Новгород,base
1385,app_open,2025-04-28 18:42:00,home,70,Новосибирск,premium
1023,app_open,2025-04-27 07:08:00,home,46,Казань,premium
631,view_banner,2025-04-02 21:43:00,promo,56,Нижний Новгород,base
891,app_open,2025-04-18 17:18:00,home,70,Санкт-Петербург,premium
905,app_open,2025-04-25 13:01:00,home,57,Казань,base
939,open_deposit,2025-04-01 15:38:00,deposits,28,Казань,base
115,transfer,2025-04-18 22:22:00,transfers,41,Нижний Новгород,premium
642,click_banner,2025-04-16 10:41:00,promo,46,Москва,base
1259,view_banner,2025-04-30 15:33:00,promo,36,Екатеринбург,base
1300,app_open,2025-04-28 18:50:00,home,30,Новосибирск,premium
822,app_open,2025-04-24 20:14:00,home,65,Новосибирск,premium
110,view_profile,2025-04-03 20:09:00,profile,52,Москва,base
301,app_open,2025-04-12 14:29:00,home,26,Екатеринбург,base
668,app_open,2025-04-08 09:15:00,home,61,Краснодар,base
1751,app_open,2025-04-03 10:29:00,home,29,Екатеринбург,base
939,app_open,2025-04-11 12:06:00,home,28,Казань,base
1859,app_open,2025-04-19 08:51:00,home,39,Екатеринбург,base
1342,click_banner,2025-04-24 12:54:00,promo,27,Екатеринбург,base
150,click_banner,2025-04-24 18:31:00,promo,52,Казань,base
1080,view_banner,2025-04-09 11:03:00,promo,66,Казань,base
1778,view_banner,2025-04-11 18:00:00,promo,49,Новосибирск,base
1671,view_banner,2025-04-22 09:34:00,promo,51,Санкт-Петербург,base
963,open_deposit,2025-04-25 20:40:00,deposits,70,Санкт-Петербург,base
1748,pay_bill,2025-04-11 08:31:00,home,41,Нижний Новгород,base
1215,view_banner,2025-04-13 18:34:00,promo,53,Казань,premium
1245,app_open,2025-04-14 06:11:00,home,47,Санкт-Петербург,base
332,app_open,2025-04-29 19:52:00,home,45,Казань,premium
530,transfer,2025-04-12 21:43:00,transfers,65,Санкт-Петербург,base
33,app_open,2025-04-09 10:40:00,home,28,Екатеринбург,base
387,view_banner,2025-04-28 20:10:00,promo,31,Краснодар,premium
74,app_open,2025-04-19 10:15:00,home,24,Москва,base
1189,transfer,2025-04-20 21:47:00,transfers,22,Казань,base
401,view_profile,2025-04-29 15:41:00,profile,26,Краснодар,base
482,app_open,2025-04-16 13:08:00,home,58,Нижний Новгород,base
377,app_open,2025-04-22 06:13:00,home,53,Казань,premium
332,click_banner,2025-04-20 17:42:00,promo,45,Казань,base
1091,view_profile,2025-04-04 16:48:00,profile,47,Москва,premium
1941,transfer,2025-04-06 19:52:00,transfers,32,Казань,base
1464,app_open,2025-04-07 18:47:00,home,32,Санкт-Петербург,base
704,app_open,2025-04-06 14:30:00,home,40,Москва,base
1467,support_chat,2025-04-15 19:31:00,support,56,Казань,premium
1640,app_open,2025-04-19 14:37:00,home,64,Нижний Новгород,base
933,app_open,2025-04-18 22:20:00,home,23,Новосибирск,base
317,app_open,2025-04-21 11:50:00,home,55,Краснодар,premium
1636,app_open,2025-04-21 22:18:00,home,70,Екатеринбург,premium
836,app_open,2025-04-10 15:32:00,home,49,Новосибирск,base
1660,view_banner,2025-04-22 08:05:00,promo,19,Москва,base
1155,app_open,2025-04-02 06:22:00,home,19,Краснодар,base
938,app_open,2025-04-16 06:56:00,home,51,Новосибирск,base
1548,app_open,2025-04-13 08:47:00,home,32,Новосибирск,premium
1568,transfer,2025-04-03 12:55:00,transfers,40,Краснодар,base
523,view_banner,2025-04-23 12:06:00,promo,50,Краснодар,base
1315,open_deposit,2025-04-07 13:31:00,deposits,50,Новосибирск,base
751,app_open,2025-04-23 13:21:00,home,46,Москва,base
654,view_banner,2025-04-12 18:41:00,promo,69,Казань,base
1631,pay_bill,2025-04-29 12:51:00,home,54,Нижний Новгород,base
924,view_banner,2025-04-15 14:33:00,promo,20,Екатеринбург,premium
1945,view_banner,2025-04-09 17:55:00,promo,67,Екатеринбург,premium
908,app_open,2025-04-26 08:07:00,home,22,Екатеринбург,base
141,app_open,2025-04-10 09:38:00,home,68,Нижний Новгород,base
843,view_banner,2025-04-22 09:59:00,promo,61,Новосибирск,premium
173,view_profile,2025-04-03 08:49:00,profile,25,Краснодар,base
1211,app_open,2025-04-03 06:37:00,home,32,Казань,base
1226,app_open,2025-04-10 18:17:00,home,70,Нижний Новгород,base
376,transfer,2025-04-06 19:10:00,transfers,45,Краснодар,base
756,app_open,2025-04-28 15:30:00,home,58,Новосибирск,base
1737,app_open,2025-04-15 21:24:00,home,36,Нижний Новгород,base
319,app_open,2025-04-25 17:49:00,home,24,Краснодар,premium
1490,app_open,2025-04-07 08:47:00,home,23,Новосибирск,base
1820,pay_bill,2025-04-14 17:09:00,home,63,Екатеринбург,base
908,pay_bill,2025-04-26 11:03:00,home,22,Екатеринбург,base
1241,app_open,2025-04-08 09:38:00,home,47,Москва,base
1248,app_open,2025-04-12 20:12:00,home,63,Казань,premium
1619,view_banner,2025-04-24 10:53:00,promo,38,Санкт-Петербург,base
769,view_banner,2025-04-22 16:49:00,promo,46,Санкт-Петербург,premium
196,view_banner,2025-04-16 13:37:00,promo,28,Краснодар,base
1207,app_open,2025-04-27 11:55:00,home,25,Новосибирск,premium
735,app_open,2025-04-14 06:42:00,home,51,Москва,base
247,app_open,2025-04-14 19:35:00,home,23,Санкт-Петербург,base
1400,view_profile,2025-04-11 17:31:00,profile,53,Санкт-Петербург,premium
1047,app_open,2025-04-27 08:41:00,home,37,Москва,base
336,app_open,2025-04-12 11:26:00,home,29,Краснодар,premium
319,view_banner,2025-04-13 20:08:00,promo,24,Краснодар,premium
668,app_open,2025-04-10 17:59:00,home,61,Краснодар,base
614,view_profile,2025-04-26 22:50:00,profile,37,Санкт-Петербург,base
891,view_banner,2025-04-02 21:15:00,promo,70,Санкт-Петербург,premium
1015,app_open,2025-04-10 06:43:00,home,51,Нижний Новгород,base
120,transfer,2025-04-16 14:44:00,transfers,67,Новосибирск,base
96,app_open,2025-04-02 15:31:00,home,34,Новосибирск,base
1906,app_open,2025-04-22 15:01:00,home,29,Нижний Новгород,base
1032,view_profile,2025-04-22 10:24:00,profile,39,Нижний Новгород,base
1722,app_open,2025-04-20 21:55:00,home,32,Нижний Новгород,base
1452,view_banner,2025-04-10 11:56:00,promo,34,Краснодар,premium
213,app_open,2025-04-26 20:35:00,home,49,Екатеринбург,premium
1232,app_open,2025-04-21 13:14:00,home,54,Екатеринбург,base
1364,app_open,2025-04-30 14:27:00,home,37,Санкт-Петербург,base
666,view_banner,2025-04-26 08:32:00,promo,52,Москва,base
100,app_open,2025-04-13 06:36:00,home,35,Москва,base
579,app_open,2025-04-21 09:21:00,home,33,Краснодар,base
1706,view_banner,2025-04-19 11:34:00,promo,31,Новосибирск,premium
1751,view_profile,2025-04-04 11:58:00,profile,29,Екатеринбург,base
590,view_banner,2025-04-14 15:04:00,promo,36,Казань,base
1493,view_banner,2025-04-10 18:01:00,promo,26,Новосибирск,base
522,view_profile,2025-04-08 17:13:00,profile,63,Казань,base
1006,app_open,2025-04-09 07:08:00,home,50,Новосибирск,base
1306,pay_bill,2025-04-30 09:19:00,home,48,Новосибирск,base
661,app_open,2025-04-26 22:44:00,home,61,Екатеринбург,premium
1561,pay_bill,2025-04-24 11:30:00,home,44,Казань,premium
1971,app_open,2025-04-26 17:08:00,home,63,Новосибирск,base
1119,app_open,2025-04-13 17:50:00,home,24,Москва,base
474,app_open,2025-04-25 14:19:00,home,61,Нижний Новгород,base
1847,view_banner,2025-04-01 17:59:00,promo,54,Санкт-Петербург,base
1160,app_open,2025-04-18 10:21:00,home,34,Краснодар,premium
1721,click_banner,2025-04-16 16:54:00,promo,24,Екатеринбург,base
1420,app_open,2025-04-06 14:35:00,home,24,Казань,base
374,app_open,2025-04-01 19:23:00,home,48,Новосибирск,base
1890,app_open,2025-04-11 22:25:00,home,63,Нижний Новгород,premium
1945,open_deposit,2025-04-22 14:33:00,deposits,67,Екатеринбург,premium
1476,app_open,2025-04-11 06:35:00,home,68,Москва,base
1986,app_open,2025-04-03 06:53:00,home,26,Нижний Новгород,base
1449,app_open,2025-04-30 08:22:00,home,39,Казань,premium
1659,click_banner,2025-04-23 13:48:00,promo,60,Екатеринбург,base
